"TimePeriod","Tenant","ProratedQuantity"
"2023-04-22T00:00:00Z","MS-DSZ04PrdStr03A","3929258.8899058383"
"2023-04-23T00:00:00Z","MS-DSZ04PrdStr03A","4324683.2344136992"
"2023-04-24T00:00:00Z","MS-DSZ04PrdStr03A","4395922.4002324948"
"2023-04-25T00:00:00Z","MS-DSZ04PrdStr03A","8962821.9269646462"
"2023-04-26T00:00:00Z","MS-DSZ04PrdStr03A","4102297.0231774626"
"2023-04-27T00:00:00Z","MS-DSZ04PrdStr03A","4121420.5330931535"
"2023-04-28T00:00:00Z","MS-DSZ04PrdStr03A","4155112.5533161038"
"2023-04-29T00:00:00Z","MS-DSZ04PrdStr03A","4070092.8619400249"
"2023-04-30T00:00:00Z","MS-DSZ04PrdStr03A","3973713.4461447857"
"2023-05-01T00:00:00Z","MS-DSZ04PrdStr03A","4182072.6496412144"
"2023-05-02T00:00:00Z","MS-DSZ04PrdStr03A","4125956.9504496558"
"2023-05-03T00:00:00Z","MS-DSZ04PrdStr03A","3884722.3769015763"
"2023-05-04T00:00:00Z","MS-DSZ04PrdStr03A","3364056.0563430521"
"2023-05-05T00:00:00Z","MS-DSZ04PrdStr03A","4036839.3597435118"
"2023-05-06T00:00:00Z","MS-DSZ04PrdStr03A","3929338.04881969"
"2023-05-07T00:00:00Z","MS-DSZ04PrdStr03A","3913706.6627444532"
"2023-05-08T00:00:00Z","MS-DSZ04PrdStr03A","4147708.2612430346"
"2023-05-09T00:00:00Z","MS-DSZ04PrdStr03A","4236455.0219598291"
"2023-05-10T00:00:00Z","MS-DSZ04PrdStr03A","4403021.7079518968"
"2023-05-11T00:00:00Z","MS-DSZ04PrdStr03A","4293273.6817696756"
"2023-05-12T00:00:00Z","MS-DSZ04PrdStr03A","4288936.0074001784"
"2023-05-13T00:00:00Z","MS-DSZ04PrdStr03A","4009595.1734360363"
"2023-05-14T00:00:00Z","MS-DSZ04PrdStr03A","4009448.8838093458"
"2023-05-15T00:00:00Z","MS-DSZ04PrdStr03A","4308149.3591019828"
"2023-05-16T00:00:00Z","MS-DSZ04PrdStr03A","4180909.1390022086"
"2023-05-17T00:00:00Z","MS-DSZ04PrdStr03A","4197128.4006297784"
"2023-05-18T00:00:00Z","MS-DSZ04PrdStr03A","4298955.4437276646"
"2023-05-19T00:00:00Z","MS-DSZ04PrdStr03A","4155738.8820520882"
"2023-05-20T00:00:00Z","MS-DSZ04PrdStr03A","4132196.9719023635"
"2023-05-21T00:00:00Z","MS-DSZ04PrdStr03A","4093660.3323433236"
"2023-05-22T00:00:00Z","MS-DSZ04PrdStr03A","4322781.9549620468"
"2023-05-23T00:00:00Z","MS-DSZ04PrdStr03A","4097054.8545532948"
"2023-05-24T00:00:00Z","MS-DSZ04PrdStr03A","4103522.0396458548"
"2023-05-25T00:00:00Z","MS-DSZ04PrdStr03A","4092791.7953339713"
"2023-05-26T00:00:00Z","MS-DSZ04PrdStr03A","4130354.671453984"
"2023-05-27T00:00:00Z","MS-DSZ04PrdStr03A","4080699.364701116"
"2023-05-28T00:00:00Z","MS-DSZ04PrdStr03A","4032060.9452407076"
"2023-05-29T00:00:00Z","MS-DSZ04PrdStr03A","4265625.3679466266"
"2023-05-30T00:00:00Z","MS-DSZ04PrdStr03A","4140778.6783274454"
"2023-05-31T00:00:00Z","MS-DSZ04PrdStr03A","4246948.6194250723"
"2023-06-01T00:00:00Z","MS-DSZ04PrdStr03A","4314126.0652982853"
"2023-06-02T00:00:00Z","MS-DSZ04PrdStr03A","4252607.4923911123"
"2023-06-03T00:00:00Z","MS-DSZ04PrdStr03A","4100470.1848786185"
"2023-06-04T00:00:00Z","MS-DSZ04PrdStr03A","4136345.2872417374"
"2023-06-05T00:00:00Z","MS-DSZ04PrdStr03A","4459812.1891653715"
"2023-06-06T00:00:00Z","MS-DSZ04PrdStr03A","4240723.4741590871"
"2023-06-07T00:00:00Z","MS-DSZ04PrdStr03A","4151899.4802913927"
"2023-06-08T00:00:00Z","MS-DSZ04PrdStr03A","4314903.2663073838"
"2023-06-09T00:00:00Z","MS-DSZ04PrdStr03A","4205334.1261227271"
